name,id,align,eye,hair,gender,gsm,alive,appearances,first_appear,publisher
Heinie Mayers (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Apr-41,marvel
Henry Sanders (Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Nov-41,marvel
Herr Kameleon (Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Mar-41,marvel
J.P. Evans (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,1,Nov-41,marvel
John Crutherss (Earth-616),Public,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Jun-41,marvel
John Scott (Earth-616),Public,Good,NA,White Hair,Male,NA,Deceased Characters,1,Sep-41,marvel
John Smithers (Earth-616),NA,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Dec-41,marvel
John Storm (Earth-616),Public,Good,NA,White Hair,Male,NA,Deceased Characters,1,Mar-41,marvel
Kag (Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Mar-41,marvel
Kai-Mak (Earth-616),Secret,Bad,NA,NA,Male,NA,Deceased Characters,1,Sep-41,marvel
Karl Schwab (Earth-616),No Dual,Bad,NA,Bald,Male,NA,Deceased Characters,1,Feb-41,marvel
Kelse Fenton (Earth-616),Secret,Bad,NA,Blond Hair,Male,NA,Living Characters,1,Apr-41,marvel
Khor (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Aug-41,marvel
King (Human Torch Foe) (Earth-616),Secret,Bad,NA,Blond Hair,Male,NA,Deceased Characters,1,Nov-41,marvel
Kirk Hendrick (Earth-616),Public,Bad,NA,Grey Hair,Male,NA,Living Characters,1,Dec-41,marvel
Kurt Mueller (Earth-616),Secret,Bad,Brown Eyes,NA,Male,NA,Deceased Characters,1,Sep-41,marvel
Lance Johnson (Earth-616),Public,Neutral,NA,Brown Hair,Male,NA,Living Characters,1,Dec-41,marvel
Lens (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,1,Sep-41,marvel
Leonard Schaefer (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-41,marvel
Lonu-Ne (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Oct-41,marvel
Lord Wotonby (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Sep-41,marvel
Lucius Hall (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Living Characters,1,Sep-41,marvel
Mad Gargoyle (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-41,marvel
Mad Violinist (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-41,marvel
Major Croy (Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Mar-41,marvel
Major Fields (Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Mar-41,marvel
Matzu (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jun-41,marvel
McCool (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Mar-41,marvel
Menace (Hangor) (Earth-616),Secret,Bad,NA,Red Hair,Male,NA,Living Characters,1,Sep-41,marvel
Mike Zelby (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Aug-41,marvel
Mildred Manor (Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Mar-41,marvel
Mister Falton (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Dec-41,marvel
Mister Feritt (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Nov-41,marvel
Mister Howe (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Sep-41,marvel
Mister Million (Earth-616),Secret,Good,NA,Blond Hair,Male,NA,Living Characters,1,Apr-41,marvel
Mona Lake (Earth-616),NA,NA,NA,Blond Hair,Female,NA,Living Characters,1,Sep-41,marvel
Mor the Mighty (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-41,marvel
N-4 (Earth-616),Secret,Bad,NA,Blond Hair,Female,NA,Living Characters,1,Sep-41,marvel
Nick Pinto (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,Dec-41,marvel
Nicolai Vardoff (Earth-616),Secret,Neutral,NA,White Hair,Male,NA,Deceased Characters,1,Sep-41,marvel
Number 5 (Captain America Comics) (Earth-616),Secret,NA,NA,NA,NA,NA,Living Characters,1,Mar-41,marvel
Pepo Laroc (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Aug-41,marvel
Phadion (Earth-616),Public,Good,NA,NA,Male,NA,Deceased Characters,1,Mar-41,marvel
Pierre Dumort (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Nov-41,marvel
Piggy Perroni (Earth-616),Public,Bad,NA,Brown Hair,NA,NA,Living Characters,1,Mar-41,marvel
Prince Itor (Earth-616),Public,Bad,Black Eyes,NA,Male,NA,Deceased Characters,1,Jul-41,marvel
Prince Omei (Earth-616),Public,Bad,NA,NA,Male,NA,Deceased Characters,1,Feb-41,marvel
Professor Donaire (Earth-616),Public,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Jan-41,marvel
Professor Dorn (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Sep-41,marvel
Prosecutor Nelson (Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Mar-41,marvel
Rathcone (Earth-616),Secret,Bad,Black Eyes,Brown Hair,Male,NA,Living Characters,1,Mar-41,marvel
Rathia (Earth-616),No Dual,Bad,NA,Black Hair,Female,NA,Living Characters,1,Sep-41,marvel
Rhamu Rondi (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jan-41,marvel
Rhaya (Earth-616),Public,Good,NA,Brown Hair,Female,NA,Deceased Characters,1,Mar-41,marvel
Ricardo Amegos (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-41,marvel
Robert Goom (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-41,marvel
Robert Harrison (Earth-616),Public,Good,NA,Blond Hair,Male,NA,Living Characters,1,Mar-41,marvel
Robert Roland (Earth-616),No Dual,Good,NA,Black Hair,Male,NA,Living Characters,1,Mar-41,marvel
Rudolf Norsen (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Dec-41,marvel
Running Elk (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Mar-41,marvel
Saba Hamud (Earth-616),Public,Good,NA,Bald,Male,NA,Deceased Characters,1,Oct-41,marvel
Sally Kean (Earth-616),Public,Good,NA,Blond Hair,Female,NA,Living Characters,1,Aug-41,marvel
Scar (Earth-616),Secret,Bad,NA,Bald,Male,NA,Deceased Characters,1,Oct-41,marvel
Scarface Rispoli (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Living Characters,1,May-41,marvel
Scoops Winston (Earth-616),Public,Good,NA,White Hair,Male,NA,Living Characters,1,Mar-41,marvel
Silky Kirby (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Nov-41,marvel
Singa (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-41,marvel
Slug (Henchman) (Earth-616),NA,NA,NA,NA,NA,NA,Living Characters,1,Mar-41,marvel
Soothsayer (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Living Characters,1,May-41,marvel
Sphinx Hechel (Earth-616),NA,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Aug-41,marvel
Strangler (Challenger Foe) (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Oct-41,marvel
Strangler (Earth-616),NA,NA,NA,NA,Male,NA,Living Characters,1,Mar-41,marvel
Sub-Earth Man (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,1,Mar-41,marvel
Super Slave (Earth-616),Secret,Good,NA,NA,Male,NA,Living Characters,1,Mar-41,marvel
Tim Skelly (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Apr-41,marvel
Trigger Bates (Earth-616),NA,Bad,NA,NA,Male,NA,Living Characters,1,Mar-41,marvel
Ulbrecht Arzt (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Dec-41,marvel
Ulrich Kuster (Earth-616),Secret,Bad,Brown Eyes,Brown Hair,Male,NA,Deceased Characters,1,Oct-41,marvel
Vince Garone (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-41,marvel
Walter Carstairs (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Nov-41,marvel
Wax Man (Dobbs) (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Apr-41,marvel
Wilhelm von Sin (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Dec-41,marvel
Zarpo (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Dec-41,marvel
Zombo (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Nov-41,marvel
Admiral Nippo (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jun-42,marvel
Admiral Nodope (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,May-42,marvel
Agent X (WWII Japanese Spy) (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Mar-42,marvel
Ah Knee (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Aug-42,marvel
Albri Leiricgrie (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,1,Dec-42,marvel
Anton Devere (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-42,marvel
Anton Harvey (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Dec-42,marvel
B.R. Howard (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Dec-42,marvel
Baby Dean (Earth-616),No Dual,Good,NA,Black Hair,Female,NA,Living Characters,1,Feb-42,marvel
Balthar (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Dec-42,marvel
Baron and Baroness Kidersky (Earth-616),No Dual,Bad,NA,Black Hair,NA,NA,Living Characters,1,Dec-42,marvel
Baron Girbel (Earth-616),Secret,Bad,NA,Blond Hair,Male,NA,Living Characters,1,Jun-42,marvel
Baron Uhh (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Living Characters,1,May-42,marvel
Beast of Cactus Canyon (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Aug-42,marvel
Big Eyes (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Sep-42,marvel
Big Sutton (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Aug-42,marvel
Black Carlo (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jan-42,marvel
Booie Dawdly (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Living Characters,1,Mar-42,marvel
Brander (Earth-616),Secret,Bad,NA,Bald,Male,NA,Living Characters,1,Dec-42,marvel
Budd Powers (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Jun-42,marvel
Buka (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-42,marvel
Bull in the China Shop (Earth-616),Secret,Bad,NA,NA,NA,NA,Living Characters,1,Jun-42,marvel
Bull Murdock (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,Aug-42,marvel
Butch (Tough Kid Squad) (Earth-616),Secret,Good,NA,Brown Hair,Male,NA,Living Characters,1,Mar-42,marvel
Butch Brogan (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Jun-42,marvel
Caleb Crane (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Dec-42,marvel
Captain Cookie (Earth-616),Secret,Good,NA,NA,Male,NA,Living Characters,1,Jun-42,marvel
Captain Cutter (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-42,marvel
Captain Nitsu (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jun-42,marvel
Captain Nokuru (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Aug-42,marvel
Captain von Nuisance (Earth-616),Public,Bad,NA,White Hair,Male,NA,Living Characters,1,Dec-42,marvel
Captain von Spitz (Earth-616),Public,Bad,NA,Blond Hair,Male,NA,Living Characters,1,Jun-42,marvel
Charles Chewatt (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,Nov-42,marvel
Charley Boswell (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,Jan-42,marvel
Clancy Mullaney (Earth-616),Public,Good,NA,Brown Hair,Male,NA,Living Characters,1,Jan-42,marvel
Claude Nite (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-42,marvel
Clement Mott (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Aug-42,marvel
Colonel Schutter (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,Dec-42,marvel
Colonel Yama (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-42,marvel
Colonel Zinzer (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Oct-42,marvel
Commander Kornstalk (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Nov-42,marvel
Count Vicaro (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Sep-42,marvel
Countess Mara (Earth-616),Public,Bad,NA,Black Hair,Female,NA,Living Characters,1,Jan-42,marvel
Cupid Cueball (Earth-616),Public,Good,NA,Bald,Male,NA,Living Characters,1,Jan-42,marvel
Deena Drayson (Earth-616),Public,Good,NA,Blond Hair,Female,NA,Living Characters,1,Aug-42,marvel
Derrick Dawes (Earth-616),Public,Good,NA,Brown Hair,Male,NA,Living Characters,1,Mar-42,marvel
Doctor Foster (1940s) (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Jun-42,marvel
Doctor Jorlstead (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Nov-42,marvel
Doctor Klutch (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,Mar-42,marvel
Doctor Mefis (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Jun-42,marvel
Doctor Strasser (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,Apr-42,marvel
Doctor Suki (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,Dec-42,marvel
Doctor Togu (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-42,marvel
Don Caldwell (Earth-616),Secret,Good,NA,NA,Male,NA,Living Characters,1,Jun-42,marvel
Don Marshall (Earth-616),Secret,Bad,NA,Blond Hair,Male,NA,Deceased Characters,1,Mar-42,marvel
Eagle (Tough Kid Squad) (Earth-616),Public,Good,NA,Red Hair,Male,NA,Living Characters,1,Mar-42,marvel
Ed Delaney (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,May-42,marvel
Eddie Lorey (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jan-42,marvel
Egg-Head (Earth-616),NA,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jun-42,marvel
Eric Karlin (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Jan-42,marvel
Erich Von Wolff (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jan-42,marvel
Fakir (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Nov-42,marvel
Falkon (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Feb-42,marvel
Felix Sak (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Mar-42,marvel
Felix von Shlecht (Earth-616),Public,Bad,NA,White Hair,Male,NA,Living Characters,1,Sep-42,marvel
Fido (Nowhere) (Earth-616),Secret,Good,NA,NA,NA,NA,Living Characters,1,Jun-42,marvel
Fish Face Friday (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Jun-42,marvel
Frank Portl (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Jun-42,marvel
Freeman Mosher (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Oct-42,marvel
Fritz Krone (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jun-42,marvel
Gary Gaunt (Earth-616),NA,Good,NA,NA,Male,NA,Living Characters,1,May-42,marvel
General Henchel (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Feb-42,marvel
George Brinner (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Feb-42,marvel
Gi-Gi Devin (Earth-616),Secret,Good,NA,Blond Hair,Female,NA,Living Characters,1,Mar-42,marvel
Gojo (Earth-616),Public,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Sep-42,marvel
Gondor (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Living Characters,1,May-42,marvel
Gonji (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-42,marvel
Gore (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jan-42,marvel
Great Astro (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Sep-42,marvel
Guardian of the Spirit World (Earth-616),Secret,Neutral,NA,Black Hair,Male,NA,Living Characters,1,Feb-42,marvel
Gustave Leech (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,May-42,marvel
Guy Stanford (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Mar-42,marvel
Hans Grentoff (Earth-616),Secret,Bad,NA,Blond Hair,Male,NA,Living Characters,1,Mar-42,marvel
Hans Knutte (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Aug-42,marvel
Heinrich Bungler (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Mar-42,marvel
Herr Gruber (Earth-616),Public,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Aug-42,marvel
Herr Horner (Earth-616),Public,Bad,NA,Blond Hair,Male,NA,Living Characters,1,Apr-42,marvel
Herr Mongrel (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Sep-42,marvel
Hugh Bradley (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,May-42,marvel
Hutsu (Earth-616),Secret,Bad,NA,Bald,Male,NA,Living Characters,1,Mar-42,marvel
Igor Korbeau (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,Feb-42,marvel
Inga von Leche (Earth-616),Public,Bad,NA,Blond Hair,Female,NA,Living Characters,1,Jun-42,marvel
Izan (Human Torch Foe) (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Feb-42,marvel
J-97 (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Oct-42,marvel
Jacques Laval (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Feb-42,marvel
Jasper Whifflegrass (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jan-42,marvel
Jean Carson (Earth-616),Public,Good,NA,Blond Hair,Female,NA,Living Characters,1,May-42,marvel
Jelly Men (Earth-616),NA,Bad,NA,NA,NA,NA,Deceased Characters,1,May-42,marvel
Jimmy Crain (Earth-616),Public,Bad,NA,White Hair,Male,NA,Deceased Characters,1,May-42,marvel
Joe Grupper (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Dec-42,marvel
Joe Marone (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,Nov-42,marvel
John Borden (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Jan-42,marvel
John Lissom (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Dec-42,marvel
John Trent (Earth-616),Public,Bad,NA,White Hair,Male,NA,Living Characters,1,Aug-42,marvel
Johnny Clostro (Earth-616),No Dual,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Sep-42,marvel
Jonah Lamb (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Jun-42,marvel
Kamentin (Earth-616),Public,Bad,NA,Bald,Male,NA,Deceased Characters,1,Sep-42,marvel
Karl Koodamore (Earth-616),No Dual,Bad,NA,Blond Hair,Male,NA,Deceased Characters,1,Jun-42,marvel
Kenny Roberts (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Jan-42,marvel
Khan (WWII) (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-42,marvel
Killer Brogan (Earth-616),Public,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,May-42,marvel
Killer Kole (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,Aug-42,marvel
Komba (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,1,Mar-42,marvel
Krauss and Polly (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Oct-42,marvel
Kurt Hausner (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jan-42,marvel
Kurt Weidner (Earth-616),Public,Bad,NA,Blond Hair,Male,NA,Living Characters,1,Sep-42,marvel
Lana Love (Earth-616),Public,Good,NA,Blond Hair,Female,NA,Living Characters,1,Nov-42,marvel
Le Barbe (Earth-616),Secret,Bad,NA,Bald,Male,NA,Deceased Characters,1,May-42,marvel
Le Bull (Earth-616),Secret,Bad,NA,Bald,Male,NA,Deceased Characters,1,Aug-42,marvel
Leet Brannis (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,Mar-42,marvel
Legs Cochone (Earth-616),Secret,Bad,NA,Bald,Male,NA,Deceased Characters,1,Mar-42,marvel
Lew Grey (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Feb-42,marvel
Lewis Murdock (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Deceased Characters,1,May-42,marvel
Lionel van Devanter (Earth-616),Public,Bad,NA,Grey Hair,Male,NA,Living Characters,1,Jan-42,marvel
Lon Crag (Earth-616),Secret,Good,NA,NA,Male,NA,Living Characters,1,Jun-42,marvel
Lon Draga (Earth-616),Public,Bad,NA,White Hair,Male,NA,Deceased Characters,1,Aug-42,marvel
Longnails Legarya (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Living Characters,1,May-42,marvel
Mabu (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Oct-42,marvel
Mad Scientist (Nazi) (Earth-616),Secret,Bad,NA,Bald,Male,NA,Deceased Characters,1,Jul-42,marvel
Marshal Doering (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-42,marvel
Marvello (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Nov-42,marvel
Matilda (Nowhere) (Earth-616),Secret,Bad,NA,Grey Hair,Female,NA,Living Characters,1,Aug-42,marvel
Maxim Dreer (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Dec-42,marvel
Medusa (Sub-Earth Men) (Earth-616),Secret,Good,NA,Black Hair,Female,NA,Living Characters,1,Aug-42,marvel
Menalaos (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Jun-42,marvel
Mike Dolan (Earth-616),Public,Bad,NA,White Hair,Male,NA,Living Characters,1,Jan-42,marvel
Mister Crown (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Dec-42,marvel
Mister McClure,Secret,Bad,NA,Black Hair,NA,NA,Living Characters,1,Jun-42,marvel
Mister Phillips (Earth-616),Secret,Bad,NA,Brown Hair,Male,NA,Living Characters,1,Apr-42,marvel
Mister Powers (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Apr-42,marvel
Mister Schores (Earth-616),Secret,Bad,NA,Bald,Male,NA,Living Characters,1,Dec-42,marvel
Mister Smythe (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Living Characters,1,Sep-42,marvel
Mister Thos (Earth-616),Public,Bad,NA,Bald,Male,NA,Living Characters,1,Dec-42,marvel
Mock Mikado (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Sep-42,marvel
Moppino (Earth-616),Public,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Mar-42,marvel
Murdock (WWII) (Earth-616),Secret,Bad,NA,White Hair,Male,NA,Living Characters,1,Jan-42,marvel
Mysto the Magician (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Living Characters,1,Mar-42,marvel
Nails Riggly (Earth-616),Secret,Bad,NA,NA,Male,NA,Living Characters,1,Feb-42,marvel
Napoleon Sack (Earth-616),Public,Good,NA,Black Hair,Male,NA,Living Characters,1,Sep-42,marvel
Ogre of Mills Forest (Earth-616),Secret,Bad,NA,Black Hair,Male,NA,Deceased Characters,1,Jun-42,marvel
