2017-18 Class Size by Gender and Selected Population ,,,,,,,,,
School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Norwell - Norwell Middle School,02190405,     467,  17.3,        510,  51.8,  48.2,   0.0,  18.6,3.5
Norwell - William G Vinal,02190020,     152,  21.0,        519,  46.4,  53.6,   0.2,  15.6,1.7
Norwood - Balch,02200005,      75,  18.3,        312,  49.7,  50.3,  20.5,  22.4,37.8
Norwood - Charles J Prescott,02200025,      57,  17.7,        236,  49.6,  50.4,  14.4,  18.2,10.2
Norwood - Cornelius M Callahan,02200010,      48,  19.5,        215,  47.0,  53.0,  16.7,  29.8,31.6
Norwood - Dr. Philip O. Coakley Middle School,02200305,     410,  18.4,        758,  48.9,  51.1,   3.3,  18.9,24.5
Norwood - F A Cleveland,02200015,      75,  19.5,        335,  48.4,  51.6,  13.4,  26.6,17.3
Norwood - George F. Willett,02200075,      54,  17.3,        387,  47.8,  52.2,  18.6,  25.3,25.8
Norwood - John P Oldham,02200020,      63,  15.7,        225,  54.2,  45.8,   5.8,  25.8,18.7
Norwood - Norwood High,02200505,     512,  15.1,        984,  49.6,  50.4,   7.1,  15.7,22.2
Oak Bluffs - Oak Bluffs Elementary,02210005,     203,  14.9,        431,  50.6,  49.4,  18.8,  23.4,24.4
Old Colony Regional Vocational Technical - Old Colony Regional Vocational Technical,08550605,     276,  17.7,        531,  37.5,  62.5,   0.2,  24.3,15.4
Old Rochester - Old Rochester Regional High,07400505,     354,  17.5,        777,  52.5,  47.5,   0.0,  11.1,10.7
Old Rochester - Old Rochester Regional Jr High,07400405,     292,  19.7,        487,  46.0,  54.0,   0.0,  14.0,12.9
Old Sturbridge Academy Charter Public School (District) - Old Sturbridge Academy Charter Public School,35150205,      32,  19.9,        158,  46.2,  53.8,   5.7,  11.4,27.8
Orange - Dexter Park,02230010,     140,  22.1,        309,  43.0,  57.0,   1.3,  28.2,50.2
Orange - Fisher Hill,02230015,     136,  18.1,        274,  49.3,  50.7,   1.1,  27.4,57.7
Orleans - Orleans Elementary,02240005,     154,  17.4,        228,  47.8,  52.2,   7.9,  20.2,23.7
Oxford - Alfred M Chaffee,02260010,      64,  19.7,        289,  45.0,  55.0,   0.0,  18.0,33.9
Oxford - Clara Barton,02260005,      81,  23.5,        381,  46.7,  53.3,   0.0,  15.7,31.2
Oxford - Oxford High,02260505,     300,  18.0,        552,  52.9,  47.1,   0.9,  13.6,30.3
Oxford - Oxford Middle,02260405,     204,  24.5,        450,  47.6,  52.4,   0.2,  14.9,30.7
Oxford - Project C.O.F.F.E.E.,02260305,      30,   7.1,         37,   8.1,  91.9,   0.0,  40.5,51.4
Palmer - Old Mill Pond,02270008,     412,  15.7,        700,  50.7,  49.3,   3.3,  20.4,43.7
Palmer - Palmer High,02270505,     432,  14.4,        715,  48.7,  51.2,   1.4,  19.3,35
Pathfinder Regional Vocational Technical - Pathfinder Vocational Technical,08600605,     493,  12.1,        622,  37.5,  62.5,   0.0,  26.2,35.2
Paulo Freire Social Justice Charter School (District) - Paulo Freire Social Justice Charter School,35010505,     177,  14.2,        300,  54.7,  45.3,  13.3,  14.0,72.3
Peabody - Captain Samuel Brown,02290005,     147,  17.9,        365,  44.1,  55.9,   7.1,  35.6,26.6
Peabody - Center,02290015,     157,  20.2,        401,  51.1,  48.9,  12.2,  14.2,30.4
Peabody - J Henry Higgins Middle,02290305,     832,  19.4,"      1,388",  48.7,  51.3,   6.0,  19.6,25.4
Peabody - John E Burke,02290007,     123,  15.1,        264,  50.8,  49.2,   4.2,  26.9,19.3
Peabody - John E. McCarthy,02290016,     106,  19.2,        389,  40.9,  59.1,   5.9,  35.7,32.1
Peabody - Peabody Veterans Memorial High,02290510,     751,  15.4,"      1,444",  48.4,  51.6,   3.9,  19.3,25.6
Peabody - South Memorial,02290035,     153,  20.7,        460,  56.7,  43.3,   4.3,  12.8,22.2
Peabody - Thomas Carroll,02290010,     243,  20.2,        616,  53.2,  46.8,  14.9,  14.1,39.6
Peabody - West Memorial,02290045,     100,  15.7,        251,  45.4,  54.6,   0.8,  19.9,16.3
Peabody - William A Welch Sr,02290027,     136,  19.1,        360,  49.4,  50.6,  17.2,  16.9,49.4
Pelham - Pelham Elementary,02300005,      42,  17.8,        127,  48.0,  52.0,   0.8,  26.0,20.5
Pembroke - Bryantville Elementary,02310003,     192,  18.5,        499,  48.9,  51.1,   0.4,  15.2,19
Pembroke - Hobomock Elementary,02310010,     166,  18.3,        420,  43.6,  56.4,   1.4,  13.8,8.6
Pembroke - North Pembroke Elementary,02310015,     211,  16.9,        559,  46.0,  53.8,   1.8,  18.2,11.8
Pembroke - Pembroke Community Middle School,02310305,     295,  19.3,        494,  50.8,  49.2,   0.0,  13.0,13.2
Pembroke - Pembroke High School,02310505,     430,  16.4,        916,  50.0,  49.7,   0.0,  10.7,8.4
Pentucket - Dr Frederick N Sweetsir,07450020,      63,  15.0,        229,  43.7,  56.3,   0.4,  31.0,16.2
Pentucket - Dr John C Page School,07450015,     121,  17.8,        345,  49.6,  50.4,   0.0,  21.4,8.1
Pentucket - Elmer S Bagnall,07450005,     147,  19.0,        511,  44.4,  55.6,   0.0,  22.1,12.7
Pentucket - Helen R Donaghue School,07450010,      91,  19.7,        230,  49.6,  50.4,   0.4,  26.5,15.7
Pentucket - Pentucket Regional Middle,07450405,     221,  17.6,        424,  43.6,  56.4,   0.0,  19.1,9.7
Pentucket - Pentucket Regional Sr High,07450505,     418,  14.5,        740,  49.9,  50.1,   0.3,  11.9,9.2
Petersham - Petersham Center,02340005,      48,  16.7,        115,  48.7,  51.3,   0.9,  26.1,20.9
Phoenix Academy Public Charter High School Springfield (District) - Phoenix Academy Public Charter High School Springfield,35080505,      42,  17.7,        154,  47.4,  52.6,  27.3,  24.7,80.5
Phoenix Charter Academy (District) - Phoenix Charter Academy,04930505,      51,  15.7,        169,  44.4,  55.6,  60.9,   9.5,47.9
Pioneer Charter School of Science (District) - Pioneer Charter School of Science,04940205,     276,  19.5,        679,  52.6,  47.4,  26.2,   8.7,36.8
Pioneer Charter School of Science II (PCSS-II) (District) - Pioneer Charter School of Science II (PCSS-II),35060505,     167,  18.1,        362,  53.0,  47.0,  23.2,  11.6,25.1
Pioneer Valley - Bernardston Elementary,07500006,      44,  17.8,        159,  52.8,  47.2,   0.6,  18.9,28.3
Pioneer Valley - Northfield Elementary,07500008,      57,  16.4,        189,  48.7,  51.3,   0.0,  23.3,24.3
Pioneer Valley - Pearl E Rhodes Elementary,07500007,      37,   3.8,         34,  58.8,  41.2,   0.0,  32.4,44.1
Pioneer Valley - Pioneer Valley Regional,07500505,     277,  13.6,        355,  50.1,  49.9,   0.3,  13.0,16.9
Pioneer Valley - Warwick Community School,07500009,      38,   7.2,         60,  45.0,  55.0,   0.0,  13.3,31.7
Pioneer Valley Chinese Immersion Charter (District) - Pioneer Valley Chinese Immersion Charter School,04970205,     265,  17.2,        493,  52.5,  47.3,   2.8,   5.7,14
Pioneer Valley Performing Arts Charter Public (District) - Pioneer Valley Performing Arts Charter Public School,04790505,     367,  12.7,        404,  69.3,  30.4,   0.5,  22.5,21.3
Pittsfield - Allendale,02360010,     102,  17.2,        292,  50.0,  50.0,   4.1,  10.6,50.3
Pittsfield - Crosby,02360065,     102,  16.4,        453,  39.5,  60.5,   5.3,  39.7,72.8
Pittsfield - Egremont,02360035,     117,  18.6,        438,  50.2,  49.8,   5.7,  16.7,40.6
Pittsfield - John T Reid Middle,02360305,     339,  15.9,        551,  51.2,  48.8,   1.1,  26.1,55.2
Pittsfield - Morningside Community School,02360055,     157,  15.8,        406,  48.5,  51.5,   9.1,  25.6,76.1
Pittsfield - Pittsfield High,02360505,     465,  13.1,        834,  49.4,  50.6,   4.6,  25.8,38
Pittsfield - Robert T. Capeless Elementary School,02360045,      74,  15.9,        220,  54.1,  45.9,   0.5,  17.3,47.3
Pittsfield - Silvio O Conte Community,02360105,     133,  16.8,        366,  52.2,  47.8,  10.4,  16.1,81.1
Pittsfield - Stearns,02360090,      64,  17.3,        237,  45.6,  54.4,   0.0,  22.4,39.7
Pittsfield - Taconic High,02360510,     407,  12.9,        716,  49.0,  51.0,   2.7,  21.2,38.3
Pittsfield - Theodore Herberg Middle,02360310,     324,  18.4,        657,  50.8,  49.2,   2.3,  21.9,42.5
Pittsfield - Williams,02360100,      91,  17.5,        314,  48.7,  51.3,   5.7,  14.6,28.3
Plainville - Anna Ware Jackson,02380010,      98,  18.5,        416,  46.2,  53.8,   4.3,  18.0,14.7
Plainville - Beatrice H Wood Elementary,02380005,      75,  20.5,        307,  50.2,  49.8,   3.3,  16.9,17.6
Plymouth - Cold Spring,02390005,     151,  19.8,        260,  52.7,  47.3,   5.8,  13.1,33.1
Plymouth - Federal Furnace School,02390011,     283,  15.9,        396,  48.2,  51.8,   0.3,  24.0,34.3
Plymouth - Hedge,02390010,     126,  14.5,        160,  41.9,  58.1,   8.8,  19.4,52.5
Plymouth - Indian Brook,02390012,     298,  22.4,        580,  49.1,  50.9,   0.0,  15.5,20.3
Plymouth - Manomet Elementary,02390015,     172,  19.5,        290,  52.4,  47.6,   0.0,  17.9,27.6
Plymouth - Nathaniel Morton Elementary,02390030,     307,  21.1,        568,  48.1,  51.9,   2.6,  13.6,20.1
Plymouth - Plymouth Commun Intermediate,02390405,     597,  19.4,"      1,046",  44.3,  55.5,   1.5,  23.2,26.3
Plymouth - Plymouth Early Childhood Center,02390003,      15,  10.9,        163,  48.5,  51.5,   0.6,  57.7,31.9
Plymouth - Plymouth North High,02390505,     899,  15.5,"      1,253",  51.3,  48.7,   2.2,  15.7,20
Plymouth - Plymouth South High,02390515,     816,  14.1,"      1,093",  47.1,  52.9,   0.4,  19.9,16.5
Plymouth - Plymouth South Middle,02390305,     417,  18.6,        732,  47.1,  52.9,   0.1,  20.8,18.3
Plymouth - South Elementary,02390046,     397,  18.6,        666,  45.6,  54.4,   0.0,  17.3,21.8
Plymouth - West Elementary,02390047,     312,  14.6,        399,  47.1,  52.9,   2.3,  18.5,25.3
Plympton - Dennett Elementary,02400010,     104,  14.4,        203,  49.8,  50.2,   0.0,  15.3,17.7
Prospect Hill Academy Charter (District) - Prospect Hill Academy Charter School,04870550,     502,  20.3,"      1,145",  48.8,  51.2,  10.7,  16.0,38.3
Provincetown - Provincetown Schools,02420020,      98,  12.1,        120,  51.7,  48.3,  17.5,  22.5,30
Quabbin - Hardwick Elementary,07530005,      64,  19.0,        191,  45.0,  55.0,   0.0,  22.0,42.4
Quabbin - Hubbardston Center,07530010,      86,  22.5,        315,  50.8,  49.2,   0.0,  16.2,16.8
Quabbin - IB School of Quabbin,07530515,      14,   9.9,         73,  72.6,  27.4,   0.0,   2.7,13.7
Quabbin - New Braintree Grade,07530020,      15,  20.0,         60,  45.0,  55.0,   1.7,  18.3,25
Quabbin - Oakham Center,07530025,      33,  25.0,        127,  62.2,  37.8,   0.8,  13.4,15.7
Quabbin - Quabbin Regional High School,07530505,     454,  19.7,        673,  53.6,  46.4,   0.1,  13.5,19.3
Quabbin - Quabbin Regional Middle School,07530405,     153,  18.6,        385,  50.9,  49.1,   0.0,  18.7,24.2
Quabbin - Ruggles Lane,07530030,     127,  20.4,        491,  45.8,  54.2,   0.0,  26.5,32
Quaboag Regional - Quaboag Regional High,07780505,     192,  15.0,        367,  49.0,  50.7,   2.5,  14.4,29.2
Quaboag Regional - Quaboag Regional Middle Innovation School,07780305,     143,  17.4,        241,  50.6,  49.4,   1.7,  13.7,33.6
Quaboag Regional - Warren Elementary,07780005,     155,  20.3,        465,  49.0,  51.0,   1.9,  21.1,46
Quaboag Regional - West Brookfield Elementary,07780010,     108,  19.9,        312,  48.1,  51.9,   1.0,  19.2,27.9
Quincy - Amelio Della Chiesa Early Childhood Center,02430005,      38,  11.9,        227,  43.6,  56.4,   0.0,  66.5,36.6
Quincy - Atherton Hough,02430040,     136,  13.4,        257,  44.0,  56.0,  14.4,  31.9,28.4
Quincy - Atlantic Middle,02430305,     276,  20.6,        511,  49.1,  50.9,  10.0,  12.7,30.3
Quincy - Beechwood Knoll Elementary,02430020,     160,  16.2,        349,  50.7,  49.3,  13.8,  10.9,30.1
Quincy - Broad Meadows Middle,02430310,     269,  17.6,        392,  45.2,  54.8,   6.6,  37.0,41.1
Quincy - Central Middle,02430315,     378,  20.4,        637,  49.9,  50.1,   4.9,  10.8,21.7
Quincy - Charles A Bernazzani Elementary,02430025,     155,  17.2,        334,  50.9,  49.1,  15.3,  18.0,21.3
Quincy - Clifford H Marshall Elementary,02430055,     246,  16.7,        549,  50.1,  49.9,  25.9,   9.1,41.2
Quincy - Francis W Parker,02430075,     177,  13.6,        320,  41.6,  58.4,  34.1,  15.0,41.3
Quincy - Lincoln-Hancock Community School,02430035,     210,  18.1,        509,  46.6,  53.4,  24.6,  10.6,43.6
Quincy - Merrymount,02430060,     150,  17.2,        343,  48.4,  51.6,  19.5,  18.7,24.8
Quincy - Montclair,02430065,     164,  18.2,        396,  52.0,  48.0,  33.3,   8.1,25.5
Quincy - North Quincy High,02430510,     560,  16.7,"      1,250",  48.4,  51.6,  12.1,  13.6,32.9
Quincy - Point Webster Middle,02430325,     270,  16.4,        376,  46.5,  53.5,   6.9,  15.4,40.4
Quincy - Quincy High,02430505,     849,  15.1,"      1,524",  47.3,  52.6,   9.2,  17.2,34.1
Quincy - Reay E Sterling Middle,02430320,     241,  17.0,        378,  45.8,  54.2,  10.6,  21.7,45.5
Quincy - Snug Harbor Community School,02430090,     258,  10.5,        498,  43.0,  57.0,  13.1,  39.4,56.4
Quincy - Squantum,02430095,     191,  13.9,        343,  50.7,  49.3,   9.3,  20.7,24.2
Quincy - Wollaston School,02430110,     150,  17.1,        338,  50.0,  50.0,  34.6,  10.7,33.7
Ralph C Mahar - Pathways Early College Innovation School,07550515,       2,  36.0,         36,  75.0,  25.0,   0.0,   0.0,13.9
Ralph C Mahar - Ralph C Mahar Regional,07550505,     620,  13.8,        659,  49.5,  50.5,   0.8,  18.4,36.7
Ralph C Mahar - The Gateway to College,07550525,       2, 102.0,        102,  62.7,  37.3,   2.0,   1.0,43.1
Randolph - Elizabeth G Lyons Elementary,02440020,      83,  22.3,        312,  44.6,  55.4,  21.8,  23.1,42.9
Randolph - J F Kennedy Elementary,02440018,     171,  17.0,        512,  45.5,  54.5,  15.6,  36.5,51.8
Randolph - Margaret L Donovan,02440015,     126,  24.4,        440,  47.0,  53.0,  24.3,  13.6,38.4
Randolph - Martin E Young Elementary,02440040,     106,  17.5,        310,  45.2,  54.8,  29.7,  22.9,48.4
Randolph - Randolph Community Middle,02440410,     318,  17.4,        623,  46.4,  53.6,  10.6,  24.4,44.6
Randolph - Randolph High,02440505,     329,  16.1,        723,  44.1,  55.9,  14.4,  15.9,45.6
Reading - Alice M Barrows,02460002,      82,  19.6,        377,  49.9,  50.1,   1.9,  12.5,7.4
Reading - Arthur W Coolidge Middle,02460305,     198,  22.2,        474,  45.4,  54.6,   0.2,  19.0,6.8
Reading - Birch Meadow,02460005,      84,  20.4,        367,  44.1,  55.9,   0.3,  16.3,4.9
Reading - J Warren Killam,02460017,      93,  20.9,        425,  43.8,  56.2,   3.5,  16.5,9.6
Reading - Joshua Eaton,02460010,      89,  19.2,        382,  50.0,  50.0,   1.8,  14.4,9.2
Reading - RISE PreSchool,02460001,      18,  12.6,        113,  35.4,  64.6,   0.0,  49.6,12.4
Reading - Reading Memorial High,02460505,     584,  18.0,"      1,231",  50.4,  49.6,   0.5,  17.8,6.8
Reading - Walter S Parker Middle,02460310,     243,  21.7,        559,  49.6,  50.4,   0.7,  14.5,10.6
Reading - Wood End Elementary School,02460020,      55,  22.6,        290,  47.6,  52.4,   1.0,  16.6,7.2
Revere - A. C. Whelan Elementary School,02480003,     551,  23.5,        780,  47.4,  52.6,  22.6,  18.6,47.4
Revere - Abraham Lincoln,02480025,     535,  19.0,        717,  48.7,  51.3,  34.0,  19.4,45.7
Revere - Beachmont Veterans Memorial School,02480013,     349,  16.1,        390,  44.9,  55.1,  30.8,  23.8,47.4
Revere - Garfield Elementary School,02480056,     599,  20.0,        782,  48.1,  51.9,  40.8,  15.6,52.7
Revere - Garfield Middle School,02480057,     365,  21.0,        555,  48.6,  51.4,  17.1,  11.2,44.1
Revere - Paul Revere,02480050,     398,  20.4,        493,  50.9,  49.1,  30.0,  18.7,46.2
Revere - Revere High,02480505,     872,  20.7,"      2,039",  49.0,  51.0,  17.8,   9.9,40.6
Revere - Rumney Marsh Academy,02480014,     277,  21.7,        608,  46.9,  53.1,   3.6,  21.5,43.4
Revere - Seacoast School,02480520,      96,   8.5,         96,  30.2,  69.8,  11.5,  18.8,56.3
Revere - Staff Sargent James J. Hill Elementary School,02480035,     598,  20.3,        734,  52.5,  47.5,  31.9,  15.5,47
Revere - Susan B. Anthony Middle School,02480305,     230,  22.4,        573,  51.5,  48.5,  15.2,  10.5,43.8
Richmond - Richmond Consolidated,02490005,     118,  17.9,        183,  53.0,  47.0,   0.0,   7.7,18
Rising Tide Charter Public (District) - Rising Tide Charter Public School,04830305,     331,  18.4,        664,  50.0,  50.0,   0.0,  17.9,8.7
River Valley Charter (District) - River Valley Charter School,04820050,     116,  15.3,        287,  58.9,  41.1,   0.0,  16.7,7
Rochester - Rochester Memorial,02500005,     202,  19.5,        507,  46.5,  53.5,   0.6,  18.3,12.6
Rockland - Jefferson Elementary School,02510060,     143,  16.9,        290,  53.1,  46.9,   9.0,  15.5,38.3
Rockland - John W Rogers Middle,02510305,     359,  19.4,        684,  49.3,  50.7,   3.7,  16.2,33.8
Rockland - Memorial Park,02510020,     123,  19.2,        306,  50.0,  50.0,  11.4,  19.0,35.3
Rockland - R Stewart Esten,02510025,     137,  19.4,        340,  43.8,  56.2,   9.4,  17.9,33.5
Rockland - Rockland Senior High,02510505,     278,  16.0,        666,  49.7,  50.3,   3.5,  15.2,27
Rockport - Rockport Elementary,02520005,     121,  21.7,        399,  48.1,  51.9,   2.3,  20.1,20.6
Rockport - Rockport High,02520510,     181,  13.3,        284,  49.3,  50.7,   0.7,  18.0,12
Rockport - Rockport Middle,02520305,     228,  14.7,        227,  44.5,  55.5,   0.0,  20.7,13.7
Rowe - Rowe Elementary,02530005,      25,  14.0,         68,  50.0,  50.0,   0.0,  22.1,27.9
Roxbury Preparatory Charter (District) - Roxbury Preparatory Charter School,04840505,     338,  24.6,"      1,379",  49.7,  50.3,  22.2,  18.6,54.7
Sabis International Charter (District) - Sabis International Charter School,04410505,     537,  25.6,"      1,568",  49.9,  50.1,   4.0,  12.4,35.4
Salem - Bates,02580003,     151,  17.7,        365,  48.5,  51.5,   8.2,  25.2,46
Salem - Carlton,02580015,     108,  20.9,        276,  54.3,  45.7,   6.2,  22.5,44.9
Salem - Collins Middle,02580305,     252,  18.0,        569,  46.0,  54.0,   9.3,  24.3,47.5
Salem - Horace Mann Laboratory,02580030,     124,  17.8,        281,  50.5,  49.5,  14.9,  14.9,52.3
Salem - Nathaniel Bowditch,02580025,     173,  15.2,        335,  50.7,  49.3,  37.0,  13.4,71.3
Salem - New Liberty Innovation School,02580510,      36,  15.1,         61,  52.5,  47.5,  14.8,  34.4,65.6
